9.159918691610225983e-01,9.316775615811837552e-01
5.220089908545668678e-01,6.341303214989458814e-01
3.394284086386447630e-01,3.018614000794623276e-01
4.107528318658240085e-01,8.769143879310721534e-02
2.351464768600407540e-01,4.877771903741496828e-01
-5.312605852752470825e-02,1.669966416380996299e-01
-7.704427967531513044e-03,-7.278496560630337564e-02
-3.704840919508061159e-01,-8.789275736607660150e-02
-4.578204554891111555e-01,3.441294949080804522e-02
-4.500342885393097125e-01,-3.359125455251962267e-01
-4.867461725019900376e-01,-1.319796123060567872e-01
-5.448277332790901761e-01,-5.139192464447167596e-01
-5.995114789025781654e-01,-4.343905365133360896e-01
-6.981626772186649843e-01,-3.456178197057747092e-01
-7.570590804905463767e-01,-4.729653521627817381e-01
-5.834206422816472504e-01,-9.201068826767547781e-01
