8.960261049871739436e-01,9.263787912748148168e-01
4.868155914036897403e-01,6.099039747388783628e-01
6.277870671831681237e-01,3.666783564230709502e-01
2.316319020018222097e-01,1.496633313300377854e-01
1.892947435188558070e-01,1.169987469558674831e-01
-1.619410016597786495e-01,1.043973683183776384e-03
-1.619176719205535908e-01,-1.977515042175974069e-01
-3.145093450521182499e-01,-2.848010094832894024e-01
-5.818760724120705108e-01,-1.860635236982293994e-01
-5.360719683176238259e-01,-7.037921436872189573e-02
-5.771366934741735122e-01,-4.586970930430534499e-01
-6.539547068634752325e-01,-5.042942807378493209e-01
-6.045844528304678001e-01,-5.067903829222474288e-01
-8.058965306314255228e-01,-7.030086270117500424e-01
-8.712014950912618794e-01,-7.714065311943124614e-01
-6.922152504840403120e-01,-9.410698735003711901e-01
